Source,Target,Weight
N703,N711,2
N703,N707,2
N703,N713,2
N732,N228,6
N732,N572,6
N732,N729,6
N732,N734,6
N732,N731,6
N732,N739,6
N1296,N1235,1
N603,N3,1
N1791,N1792,1
N250,N30,1
N1349,N172,1
N607,N292,1
N854,N670,1
N854,N5,1
N1691,N1692,1
N1691,N1694,1
N1691,N982,1
N1691,N1693,1
N1251,N113,1
N149,N3,1
N1556,N1507,1
N1528,N1529,1
N626,N190,1
N1275,N64,1
N634,N635,1
N64,N908,14
N610,N30,1
N662,N30,1
N836,N126,1
N836,N30,1
N836,N74,1
N836,N837,1
N1634,N1635,1
N1634,N30,1
N1634,N572,1
N1634,N837,1
N411,N412,1
N408,N3,2
N573,N574,1
N1268,N64,1
N1346,N64,1
N283,N64,4
N83,N84,1
N1493,N1492,1
N1493,N1494,1
N297,N8,1
N297,N5,1
N273,N84,3
N923,N3,1
N1319,N172,1
N1234,N1235,1
N279,N69,1
N279,N71,1
N279,N280,1
N279,N72,1
N279,N74,1
N279,N281,1
N279,N70,1
N1201,N1203,1
N1201,N1200,1
N935,N936,1
N935,N1742,1
N1675,N9,1
N1675,N30,1
N1675,N1677,1
N1675,N1676,1
N1060,N5,2
N678,N679,2
N1360,N1361,1
N1600,N930,1
N1600,N29,1
N1600,N74,1
N1271,N127,7
N1271,N30,8
N1271,N1288,1
N1418,N5,2
N1246,N1247,1
N1394,N30,1
N1394,N113,1
N1394,N74,1
N1536,N486,1
N1092,N1093,2
N690,N190,1
N1187,N5,2
N65,N8,1
N65,N5,1
N1098,N1009,1
N1098,N145,1
N1098,N144,1
N1098,N1008,1
N1083,N29,1
N1083,N181,1
N825,N826,1
N1795,N380,2
N1795,N1159,1
N1795,N9,1
N1795,N30,1
N1795,N1796,1
N1795,N1797,1
N1795,N271,1
N1795,N122,1
N1795,N882,1
N1269,N172,1
N203,N204,1
N203,N205,1
N314,N313,1
N920,N921,1
N1777,N1132,1
N429,N428,1
N530,N316,1
N1369,N316,1
N1369,N882,1
N1707,N730,1
N1707,N1247,1
N1703,N1058,1
N1703,N1057,1
N1703,N1059,1
N1579,N933,1
N1756,N1130,1
N1539,N1540,1
N1459,N1059,1
N146,N3,1
N1242,N64,1
N449,N447,3
N449,N208,3
N449,N440,3
N449,N442,3
N449,N443,3
N449,N450,3
N983,N985,1
N983,N984,1
N472,N1391,1
N472,N471,1
N472,N1085,1
N472,N1656,1
N734,N228,6
N734,N572,6
N734,N729,6
N734,N731,6
N734,N739,6
N1181,N145,1
N1181,N144,1
N1525,N9,1
N1446,N1447,1
N1531,N172,1
N772,N3,2
N1488,N1489,1
N1303,N64,1
N876,N877,1
N876,N121,1
N876,N878,1
N1264,N1267,1
N1264,N1265,1
N1264,N70,1
N1264,N1266,1
N182,N183,1
N487,N3,3
N692,N64,5
N1532,N106,1
N49,N50,1
N49,N51,1
N49,N47,1
N49,N46,1
N49,N52,1
N49,N56,1
N1586,N1587,1
N50,N47,1
N50,N46,1
N457,N30,1
N294,N30,1
N51,N50,1
N51,N47,1
N51,N46,1
N51,N52,1
N51,N56,1
N46,N47,1
N48,N49,1
N48,N50,1
N48,N51,1
N48,N47,1
N48,N46,1
N48,N52,1
N48,N56,1
N532,N30,1
N1399,N9,1
N1249,N64,2
N637,N78,1
N363,N9,1
N1738,N172,1
N880,N879,1
N903,N30,1
N109,N64,1
N906,N228,1
N906,N29,1
N906,N121,1
N593,N3,1
N715,N716,2
N600,N30,1
N91,N214,5
N91,N736,2
N91,N228,4
N91,N127,1
N91,N435,1
N91,N1779,1
N91,N730,2
N91,N733,2
N91,N572,2
N91,N738,2
N91,N375,2
N91,N729,2
N91,N732,2
N91,N734,2
N91,N1704,1
N91,N93,1
N91,N735,2
N91,N731,2
N91,N739,2
N91,N75,1
N91,N121,1
N91,N737,2
N213,N214,1
N213,N91,1
N384,N385,1
N384,N387,1
N384,N386,2
N1574,N1575,1
N187,N188,1
N187,N185,1
N187,N186,2
N187,N248,4
N187,N277,1
N191,N844,1
N191,N192,1
N191,N1430,2
N191,N1618,1
N191,N1620,2
N191,N29,1
N191,N324,1
N191,N876,1
N191,N1429,1
N191,N875,1
N191,N1619,2
N191,N877,1
N191,N845,1
N191,N373,1
N191,N121,1
N191,N1031,2
N191,N323,1
N191,N878,1
N191,N256,1
N1715,N172,1
N640,N3,1
N1,N385,1
N1,N1081,1
N953,N954,1
N953,N955,1
N1304,N9,1
N955,N954,2
N883,N882,1
N883,N97,1
N1771,N955,1
N537,N30,1
N1622,N1623,1
N473,N3,2
N1134,N621,2
N8,N1537,1
N8,N736,2
N8,N228,14
N8,N127,2
N8,N221,2
N8,N208,2
N8,N435,2
N8,N9,5
N8,N30,7
N8,N902,1
N8,N730,2
N8,N29,5
N8,N733,2
N8,N572,2
N8,N738,2
N8,N316,2
N8,N375,2
N8,N1679,1
N8,N128,1
N8,N1535,1
N8,N729,2
N8,N732,2
N8,N1536,1
N8,N734,2
N8,N91,3
N8,N486,2
N8,N32,1
N8,N837,1
N8,N122,2
N8,N728,2
N8,N92,2
N8,N735,2
N8,N731,2
N8,N739,2
N8,N577,1
N8,N75,2
N8,N576,4
N8,N1680,1
N8,N80,1
N8,N121,4
N8,N436,1
N8,N115,2
N8,N737,2
N881,N621,2
N881,N882,1
N881,N97,1
N1102,N1104,1
N1102,N1103,1
N677,N30,2
N677,N64,1
N1317,N64,1
N701,N702,2
N701,N710,2
N701,N712,2
N701,N704,2
N701,N705,2
N701,N709,2
N701,N711,2
N701,N703,2
N701,N707,2
N701,N706,2
N701,N713,2
N701,N708,2
N740,N8,1
N1670,N972,1
N518,N5,2
N868,N127,1
N868,N30,1
N868,N29,1
N868,N74,1
N868,N130,1
N868,N75,1
N868,N131,1
N3,N380,1
N3,N379,1
N3,N30,1
N3,N74,1
N3,N200,1
N3,N181,1
N3,N52,1
N161,N3,1
N1388,N172,1
N1074,N64,2
N1501,N680,1
N268,N3,1
N798,N64,2
N831,N3,1
N1055,N3,2
N95,N91,2
N95,N8,1
N95,N93,1
N95,N75,1
N1131,N1132,1
N1071,N1072,1
N1071,N1070,1
N1071,N1068,1
N1071,N1067,1
N1071,N1069,1
N1247,N730,7
N1522,N9,1
N399,N395,1
N726,N3,2
N842,N843,1
N226,N99,1
N226,N5,1
N1318,N216,1
N1451,N1338,1
N105,N106,1
N1728,N29,1
N1728,N121,1
N281,N221,3
N721,N3,2
N186,N188,1
N186,N187,1
N1667,N1668,1
N484,N483,1
N482,N484,1
N482,N483,1
N481,N484,1
N481,N482,1
N481,N483,1
N1657,N172,1
N311,N310,1
N1133,N621,2
N1730,N1731,1
N1730,N451,1
N1762,N302,1
N1762,N303,1
N1762,N304,1
N1762,N301,1
N1762,N115,1
N1378,N30,1
N1649,N84,1
N1405,N75,1
N1504,N1235,1
N494,N5,2
N85,N87,1
N85,N88,1
N85,N86,1
N85,N89,1
N1353,N3,1
N1464,N99,1
N1464,N5,1
N1100,N1101,1
N1663,N9,1
N1663,N30,1
N1663,N74,1
N1429,N1430,2
N1429,N191,1
N445,N447,3
N445,N208,3
N445,N30,3
N445,N29,3
N445,N448,3
N445,N440,3
N445,N446,3
N445,N449,3
N445,N441,3
N445,N442,3
N445,N443,3
N445,N451,3
N445,N450,3
N445,N444,3
N605,N3,2
N767,N15,2
N343,N517,1
N295,N296,1
N1557,N1245,1
N322,N3,1
N1472,N1473,1
N263,N3,1
N433,N5,1
N660,N661,1
N1219,N145,1
N1219,N1218,1
N1219,N144,1
N1617,N172,1
N1752,N1750,2
N1752,N1751,3
N1752,N1753,3
N1788,N3,1
N486,N127,1
N486,N75,1
N582,N316,1
N582,N317,1
N807,N30,1
N638,N639,1
N875,N29,1
N875,N876,1
N875,N877,1
N875,N121,1
N875,N878,1
N956,N64,2
N956,N908,2
N1308,N316,1
N1308,N1307,1
N551,N299,2
N452,N447,3
N452,N439,3
N452,N208,3
N452,N30,3
N452,N29,3
N452,N448,3
N452,N440,3
N452,N446,3
N452,N449,3
N452,N445,3
N452,N441,3
N452,N442,3
N452,N443,3
N452,N451,3
N452,N450,3
N452,N444,3
N1568,N30,1
N1783,N353,1
N141,N3,1
N982,N1692,1
N982,N1694,3
N982,N1727,1
N982,N985,1
N982,N983,1
N982,N986,1
N982,N1693,3
N982,N984,1
N1665,N3,1
N994,N995,1
N994,N996,1
N41,N39,1
N41,N43,1
N41,N44,1
N41,N40,1
N41,N42,1
N355,N3,1
N1853,N99,1
N1853,N5,1
N207,N208,1
N1523,N886,1
N1698,N3,1
N1639,N1640,1
N1639,N1638,1
N271,N380,1
N271,N1159,1
N271,N9,1
N271,N30,1
N271,N1796,1
N271,N1797,1
N271,N122,1
N271,N882,1
N181,N380,1
N181,N933,4
N181,N9,2
N181,N30,2
N181,N113,1
N181,N1779,1
N181,N29,1
N181,N91,1
N181,N75,1
N1597,N1598,1
N1437,N1438,1
N1169,N490,1
N1169,N228,1
N1169,N30,1
N1169,N492,1
N1169,N689,1
N1169,N489,1
N1169,N491,1
N1406,N30,1
N1406,N29,1
N1406,N74,1
N1561,N9,1
N1561,N30,1
N1561,N74,1
N1561,N8,1
N1561,N32,1
N1561,N837,1
N459,N3,1
N1773,N9,1
N1773,N29,1
N1773,N837,1
N608,N503,1
N32,N228,1
N32,N9,1
N32,N30,5
N32,N113,2
N32,N114,1
N32,N120,1
N32,N29,5
N32,N31,1
N32,N1036,2
N32,N1139,2
N32,N33,1
N32,N837,1
N32,N92,1
N32,N75,1
N32,N56,1
N32,N1138,1
N32,N121,3
N32,N115,1
N837,N933,1
N837,N9,2
N837,N30,1
N837,N29,1
N1567,N1235,1
N122,N228,1
N122,N406,1
N122,N1159,1
N122,N407,1
N122,N127,3
N122,N435,2
N122,N9,1
N122,N1797,1
N122,N124,1
N122,N91,1
N122,N486,1
N122,N75,1
N122,N56,1
N122,N121,3
N78,N77,1
N327,N326,1
N328,N327,1
N328,N326,1
N539,N30,1
N1722,N1529,1
N589,N30,1
N52,N50,1
N52,N47,1
N52,N46,1
N52,N56,1
N664,N30,1
N354,N3,3
N441,N447,3
N441,N208,3
N441,N30,3
N441,N29,3
N441,N440,3
N441,N446,3
N441,N449,3
N441,N442,3
N441,N443,3
N441,N451,3
N441,N450,3
N441,N444,3
N404,N403,1
N345,N30,1
N345,N29,1
N345,N74,1
N345,N346,1
N728,N736,6
N728,N228,6
N728,N730,6
N728,N733,6
N728,N572,6
N728,N738,6
N728,N375,6
N728,N729,6
N728,N732,6
N728,N734,6
N728,N91,2
N728,N735,6
N728,N731,6
N728,N739,6
N728,N5,1
N728,N737,6
N937,N64,2
N817,N190,1
N960,N963,1
N960,N961,1
N960,N962,1
N688,N490,1
N688,N228,1
N688,N30,1
N688,N492,1
N688,N689,1
N688,N489,1
N688,N491,1
N1417,N316,1
N488,N3,1
N659,N190,1
N723,N724,1
N1595,N1596,2
N804,N292,1
N596,N30,1
N565,N30,1
N968,N127,1
N968,N969,1
N170,N172,2
N170,N171,1
N92,N736,6
N92,N228,7
N92,N208,6
N92,N30,1
N92,N730,6
N92,N361,1
N92,N29,6
N92,N733,6
N92,N572,6
N92,N738,6
N92,N316,6
N92,N375,7
N92,N729,6
N92,N732,6
N92,N734,6
N92,N91,5
N92,N95,2
N92,N728,6
N92,N93,1
N92,N735,6
N92,N731,6
N92,N739,6
N92,N75,1
N92,N121,6
N92,N115,6
N92,N5,1
N92,N737,6
N1742,N1782,1
N869,N30,1
N869,N74,1
N1099,N3,2
N456,N3,1
N505,N30,1
N1701,N559,1
N1743,N1744,1
N615,N616,1
N312,N313,1
N312,N314,1
N1841,N302,1
N1841,N303,1
N1841,N304,1
N1841,N301,1
N1841,N115,1
N1572,N1573,1
N2,N3,1
N1051,N3,1
N862,N3,2
N1158,N1160,1
N1158,N1159,1
N1282,N1283,1
N1402,N1403,1
N986,N985,1
N986,N983,1
N986,N984,1
N1213,N933,1
N1213,N1214,1
N1213,N74,3
N1213,N128,3
N1213,N56,2
N1213,N216,1
N1213,N1221,1
N1204,N1205,1
N23,N3,2
N195,N3,1
N1466,N559,1
N1559,N1560,1
N1145,N1146,1
N1224,N1230,1
N1224,N1225,1
N1224,N1233,1
N1461,N1338,1
N352,N353,1
N442,N447,3
N442,N208,3
N442,N443,3
N204,N9,1
N204,N1005,2
N204,N1254,2
N204,N1253,2
N204,N205,1
N1355,N190,1
N1490,N1473,1
N741,N190,2
N1389,N5,4
N1804,N1344,1
N1770,N955,1
N1770,N1771,1
N927,N928,1
N1457,N3,1
N735,N736,6
N735,N228,6
N735,N572,6
N735,N738,6
N735,N375,6
N735,N729,6
N735,N732,6
N735,N734,6
N735,N8,1
N735,N731,6
N735,N739,6
N735,N737,6
N1016,N1015,1
N100,N3,1
N377,N3,1
N1014,N1015,1
N1014,N1016,1
N548,N3,1
N176,N177,1
N176,N179,1
N176,N178,1
N1294,N1241,1
N1395,N1396,1
N19,N20,1
N1621,N1026,1
N1039,N1040,1
N1039,N1037,1
N1182,N5,2
N547,N64,4
N1480,N3,1
N1199,N1197,1
N1199,N1203,1
N1199,N126,1
N1199,N1202,1
N1199,N1201,1
N1199,N1198,1
N1199,N1200,1
N1198,N1203,1
N1198,N1201,1
N1198,N1200,1
N492,N489,5
N492,N491,7
N1818,N1819,1
N1681,N1497,1
N852,N172,1
N1081,N385,1
N419,N420,1
N1549,N30,1
N462,N424,1
N1554,N1237,1
N1554,N1477,1
N1478,N1479,1
N1397,N3,3
N1103,N1104,2
N1821,N1342,1
N13,N15,4
N13,N14,1
N136,N137,1
N552,N553,1
N278,N273,1
N278,N84,1
N1262,N1263,1
N1474,N1475,1
N1080,N171,1
N1080,N9,1
N502,N503,1
N901,N902,1
N901,N84,1
N1419,N730,1
N1419,N1247,1
N1785,N64,1
N1025,N1026,1
N261,N3,3
N1136,N3,1
N1842,N1843,1
N1028,N1029,1
N217,N218,1
N1593,N137,1
N236,N229,1
N236,N230,1
N236,N233,1
N36,N308,1
N36,N976,1
N36,N91,1
N36,N1704,1
N36,N306,2
N36,N37,1
N36,N307,1
N36,N1010,1
N10,N11,1
N1619,N1620,2
N1832,N1361,1
N1832,N30,1
N1832,N1601,1
N1832,N1833,1
N1530,N137,1
N693,N694,2
N116,N3,1
N908,N64,2
N1373,N95,2
N1373,N121,1
N585,N3,1
N305,N214,1
N305,N91,3
N179,N177,1
N179,N178,1
N739,N731,6
N1544,N172,1
N315,N316,2
N315,N317,1
N1289,N730,1
N1289,N1247,1
N653,N654,1
N1189,N9,1
N1189,N29,1
N166,N164,1
N166,N886,1
N166,N167,4
N166,N165,2
N1329,N1101,1
N1468,N1338,1
N668,N670,1
N668,N671,1
N668,N669,1
N668,N5,1
N689,N490,6
N689,N228,6
N689,N30,6
N689,N492,6
N689,N489,5
N689,N491,6
N1340,N1235,1
N284,N216,1
N1652,N1653,1
N877,N121,2
N877,N878,1
N57,N58,1
N748,N749,1
N813,N74,1
N707,N711,2
N706,N702,2
N706,N710,2
N706,N712,2
N706,N704,2
N706,N705,2
N706,N709,2
N706,N711,2
N706,N703,2
N706,N707,2
N706,N713,2
N1588,N1587,1
N568,N30,1
N301,N302,7
N301,N303,6
N301,N304,6
N301,N115,2
N393,N392,1
N44,N43,1
N1129,N1130,1
N1545,N1546,1
N262,N3,15
N617,N190,1
N1400,N1247,1
N112,N3,1
N1757,N972,1
N554,N30,1
N227,N234,1
N227,N228,1
N227,N237,1
N227,N231,1
N227,N232,1
N227,N229,1
N227,N230,1
N227,N236,1
N227,N238,1
N227,N235,1
N227,N233,1
N1156,N64,1
N562,N561,1
N577,N576,1
N1781,N1782,1
N521,N522,1
N75,N1361,1
N75,N228,1
N75,N776,1
N75,N1345,1
N75,N932,1
N248,N188,2
N248,N187,1
N248,N277,1
N541,N30,1
N1035,N1038,1
N1035,N1036,1
N1035,N1040,1
N1035,N1039,1
N1035,N1037,1
N1583,N3,1
N864,N3,1
N671,N670,2
N671,N669,2
N671,N5,2
N1291,N3,1
N1006,N559,1
N1244,N1245,1
N720,N694,1
N1061,N126,1
N427,N429,1
N427,N428,1
N306,N308,1
N306,N307,1
N916,N917,1
N59,N62,1
N59,N61,1
N59,N60,1
N529,N30,1
N1042,N145,2
N1042,N144,1
N1042,N1168,1
N288,N30,1
N174,N175,1
N197,N198,2
N1157,N64,1
N1087,N1088,1
N37,N36,1
N264,N3,1
N534,N3,1
N918,N64,2
N1097,N841,1
N1097,N1623,1
N267,N221,1
N974,N3,2
N750,N190,1
N576,N228,3
N576,N8,3
N910,N335,1
N910,N9,1
N910,N113,1
N910,N29,1
N910,N316,1
N339,N172,2
N1460,N1059,1
N61,N62,2
N1763,N8,1
N922,N3,1
N1647,N172,1
N1831,N954,1
N1831,N955,1
N1784,N128,1
N1784,N8,1
N1784,N121,1
N356,N30,1
N1850,N172,1
N329,N327,1
N329,N328,1
N329,N326,1
N1733,N1734,1
N257,N258,1
N1534,N1537,1
N1534,N228,1
N1534,N29,1
N1534,N1535,1
N1534,N1536,1
N1534,N8,1
N1534,N486,1
N1516,N137,1
N1121,N1122,2
N277,N188,2
N277,N247,1
N277,N187,1
N277,N248,1
N1543,N559,1
N1664,N1497,1
N463,N216,1
N1343,N5,2
N333,N64,2
N54,N49,1
N54,N50,1
N54,N51,1
N54,N47,1
N54,N46,1
N54,N48,1
N54,N52,1
N54,N56,1
N56,N172,1
N56,N127,4
N56,N113,1
N56,N114,1
N56,N124,1
N56,N50,1
N56,N47,1
N56,N46,1
N56,N75,3
N56,N121,1
N56,N1221,1
N1422,N1334,1
N1454,N933,1
N1211,N145,1
N1211,N144,1
N212,N3,4
N970,N204,1
N242,N5,2
N567,N64,2
N1054,N64,1
N1164,N1165,1
N997,N998,1
N1680,N30,1
N1680,N902,1
N1680,N1679,1
N1680,N75,1
N224,N225,1
N434,N228,1
N434,N127,2
N434,N221,2
N434,N435,2
N434,N91,1
N434,N8,2
N434,N486,1
N434,N122,2
N434,N75,1
N434,N121,2
N434,N436,1
N1614,N948,1
N1638,N1640,1
N1423,N1334,1
N766,N380,1
N766,N9,2
N766,N181,1
N16,N20,1
N16,N17,1
N16,N19,1
N16,N18,1
N964,N9,1
N964,N8,1
N1718,N379,3
N1718,N407,3
N1718,N1719,3
N1718,N1717,1
N290,N3,1
N145,N1009,4
N145,N144,6
N145,N1008,3
N138,N137,1
N274,N275,1
N274,N5,1
N1852,N3,1
N1140,N15,1
N469,N3,1
N1570,N1571,1
N649,N228,3
N649,N29,3
N649,N316,2
N649,N91,2
N460,N424,1
N957,N64,2
N957,N908,2
N1724,N730,1
N1724,N1247,1
N1761,N1058,1
N1761,N1057,1
N1761,N886,1
N1761,N1059,1
N438,N447,3
N438,N439,3
N438,N208,3
N438,N30,3
N438,N29,3
N438,N448,3
N438,N440,3
N438,N446,3
N438,N449,3
N438,N445,3
N438,N452,3
N438,N441,3
N438,N442,6
N438,N443,3
N438,N451,3
N438,N450,3
N438,N444,3
N1287,N5,1
N695,N696,3
N189,N190,5
N1702,N84,1
N298,N69,1
N298,N71,1
N298,N72,1
N298,N70,1
N81,N3,10
N1368,N3,1
N1758,N3,1
N1815,N1816,1
N644,N172,1
N644,N30,1
N644,N29,1
N644,N190,1
N644,N121,1
N742,N3,2
N300,N302,2
N300,N303,2
N300,N304,2
N300,N301,2
N300,N115,1
N1840,N670,1
N1840,N671,1
N1840,N669,1
N1840,N5,1
N1739,N1740,1
N929,N127,1
N929,N930,1
N929,N30,1
N929,N113,1
N929,N74,1
N1037,N1040,1
N63,N64,2
N1341,N1342,1
N1144,N145,1
N1144,N144,1
N643,N439,1
N643,N30,1
N643,N29,1
N643,N190,1
N643,N644,1
N643,N121,1
N1259,N933,1
N1259,N30,1
N1153,N886,1
N320,N30,1
N544,N545,1
N513,N3,1
N1624,N64,2
N859,N3,1
N1347,N3,1
N409,N410,1
N318,N3,3
N289,N3,1
N746,N3,2
N1027,N3,2
N466,N3,3
N631,N3,1
N1375,N3,2
N538,N3,1
N476,N3,1
N381,N3,1
N1612,N3,1
N1393,N190,1
N252,N3,1
N641,N259,1
N641,N642,1
N1412,N3,1
N887,N30,1
N887,N316,1
N887,N888,1
N887,N882,1
N934,N3,1
N497,N3,2
N630,N30,1
N1162,N3,1
N1052,N3,1
N858,N3,5
N425,N3,1
N941,N942,1
N828,N221,2
N1281,N3,1
N891,N892,1
N685,N292,1
N652,N30,1
N67,N3,1
N1465,N198,1
N1161,N882,1
N549,N550,1
N1470,N3,1
N1712,N99,1
N1712,N5,1
N1721,N559,1
N1154,N3,1
N211,N3,1
N713,N702,2
N713,N711,2
N713,N707,2
N90,N94,2
N90,N361,1
N90,N91,3
N90,N95,2
N90,N92,4
N90,N93,1
N90,N75,1
N367,N3,1
N1582,N137,1
N523,N280,1
N888,N316,1
N888,N882,1
N777,N3,1
N973,N972,1
N973,N145,8
N973,N1124,1
N973,N144,7
N1805,N392,2
N1805,N1806,1
N1274,N172,1
N453,N454,2
N1591,N1592,1
N53,N49,1
N53,N50,1
N53,N51,1
N53,N47,1
N53,N46,1
N53,N48,1
N53,N78,1
N53,N52,1
N53,N54,1
N53,N56,1
N53,N55,1
N845,N844,1
N657,N3,1
N1283,N1334,1
N1603,N5,2
N1748,N171,1
N747,N3,1
N633,N8,2
N1188,N972,1
N1188,N145,1
N1188,N973,1
N1188,N144,1
N1138,N29,1
N1138,N1036,1
N1138,N1139,1
N1138,N32,1
N1138,N121,1
N1401,N1126,1
N82,N3,6
N1723,N172,1
N21,N22,1
N1143,N3,2
N1331,N64,1
N1312,N64,1
N1661,N84,1
N458,N3,1
N1007,N1009,1
N1007,N145,1
N1007,N144,1
N1007,N1008,1
N1827,N93,1
N797,N64,2
N1696,N1697,1
N1124,N972,2
N1124,N145,2
N1124,N973,1
N1124,N144,2
N496,N454,2
N1801,N228,1
N1801,N30,1
N1801,N74,1
N1801,N32,1
N1801,N92,1
N461,N424,1
N1184,N145,1
N1184,N144,1
N477,N478,1
N509,N292,1
N885,N886,1
N1508,N3,1
N1565,N137,1
N1502,N1503,1
N1541,N1542,1
N511,N341,1
N1678,N30,1
N1678,N902,1
N1678,N1679,1
N1678,N74,1
N1678,N8,1
N1678,N75,1
N1678,N1680,1
N853,N316,1
N699,N316,2
N990,N228,4
N990,N991,4
N990,N74,4
N560,N113,1
N560,N561,1
N560,N563,1
N560,N562,1
N1673,N1674,1
N758,N756,1
N758,N760,1
N758,N759,1
N758,N765,1
N1356,N5,1
N1356,N1357,1
N193,N194,1
N1337,N1338,1
N1290,N30,1
N18,N20,1
N18,N17,1
N18,N19,1
N590,N591,1
N555,N5,2
N121,N736,6
N121,N228,8
N121,N127,3
N121,N208,6
N121,N30,1
N121,N730,6
N121,N1345,1
N121,N29,4
N121,N733,6
N121,N572,6
N121,N738,6
N121,N348,1
N121,N349,1
N121,N375,6
N121,N124,1
N121,N128,1
N121,N1139,1
N121,N729,6
N121,N732,6
N121,N734,6
N121,N91,2
N121,N8,1
N121,N95,1
N121,N486,1
N121,N728,6
N121,N735,6
N121,N731,6
N121,N739,6
N121,N75,2
N121,N1138,1
N121,N115,6
N121,N5,1
N121,N737,6
N121,N878,1
N140,N3,8
N219,N216,1
N342,N343,1
N546,N64,2
N1857,N172,1
N55,N126,1
N55,N280,1
N55,N74,1
N55,N1855,1
N55,N49,1
N55,N50,1
N55,N51,1
N55,N47,1
N55,N46,1
N55,N48,1
N55,N52,1
N55,N54,1
N55,N56,2
N1305,N172,1
N1086,N172,1
N872,N9,1
N872,N30,1
N334,N335,1
N334,N9,1
N1812,N1813,2
N1682,N1606,1
N1682,N1683,1
N1195,N172,1
N1552,N1553,1
N581,N30,1
N540,N30,1
N1580,N3,1
N254,N255,1
N743,N3,2
N1272,N172,1
N1339,N172,1
N216,N933,1
N216,N1214,1
N216,N128,1
N423,N424,1
N1685,N1686,1
N1004,N1005,1
N1004,N204,1
N321,N292,1
N1067,N1068,1
N1069,N1072,1
N1069,N1068,1
N1069,N1067,1
N40,N43,1
N40,N44,1
N60,N62,2
N60,N61,2
N1780,N172,1
N245,N5,1
N1789,N1790,1
N556,N181,1
N651,N190,1
N201,N3,3
N202,N3,2
N1732,N84,1
N1383,N9,1
N1435,N1436,1
N1435,N1334,1
N667,N30,1
N571,N221,3
N571,N572,1
N387,N385,2
N387,N386,2
N1654,N172,1
N378,N380,1
N378,N379,1
N378,N74,1
N378,N3,1
N1765,N1766,1
N270,N271,1
N1483,N1484,3
N1483,N1487,1
N42,N43,1
N42,N44,1
N42,N40,1
N451,N447,3
N451,N208,3
N451,N29,3
N451,N440,3
N451,N316,1
N451,N449,3
N451,N472,1
N451,N1731,1
N451,N442,3
N451,N443,3
N451,N450,3
N451,N444,3
N451,N1656,1
N101,N104,1
N101,N103,1
N101,N102,2
N623,N624,1
N882,N380,1
N882,N1159,1
N882,N9,1
N882,N113,1
N882,N1796,1
N882,N1797,1
N882,N572,1
N882,N316,2
N882,N122,1
N882,N97,2
N1495,N1496,1
N1495,N1497,1
N436,N127,1
N436,N221,1
N436,N435,1
N436,N91,1
N436,N122,1
N436,N121,1
N1716,N379,1
N1716,N407,1
N1716,N1719,1
N1716,N1717,1
N1716,N1718,1
N431,N432,1
N209,N148,1
N209,N69,1
N209,N71,1
N209,N72,1
N209,N70,1
N829,N99,1
N829,N5,1
N865,N64,1
N1255,N64,1
N382,N383,1
N489,N490,2
N489,N228,2
N489,N30,2
N489,N492,2
N489,N689,1
N489,N491,7
N1751,N1750,2
N1751,N1753,3
N1265,N1267,1
N1332,N3,1
N160,N3,2
N259,N260,2
N259,N642,2
N1238,N1858,1
N1238,N1239,1
N1605,N1606,1
N1458,N126,1
N1458,N280,1
N1458,N74,1
N1458,N56,1
N1458,N55,1
N642,N259,1
N855,N1651,1
N855,N127,1
N855,N30,1
N855,N29,1
N855,N74,1
N855,N833,1
N855,N130,1
N855,N75,1
N855,N131,1
N1000,N1001,1
N832,N3,2
N1229,N3,1
N1223,N671,1
N770,N221,1
N1376,N1361,1
N708,N702,2
N708,N710,2
N708,N712,2
N708,N704,2
N708,N705,2
N708,N709,2
N708,N711,2
N708,N703,2
N708,N707,2
N708,N706,2
N708,N713,2
N199,N3,1
N199,N200,1
N787,N30,1
N168,N169,1
N1577,N950,1
N119,N127,1
N119,N126,1
N119,N123,1
N119,N30,1
N119,N120,1
N119,N29,1
N119,N125,1
N119,N74,1
N119,N124,1
N119,N128,1
N119,N122,1
N119,N56,1
N119,N121,1
N265,N3,1
N675,N3,1
N684,N3,1
N1693,N1694,3
N655,N656,1
N1627,N1623,1
N1564,N3,3
N391,N228,11
N391,N30,6
N391,N29,2
N391,N74,7
N391,N8,10
N391,N577,1
N391,N576,7
N780,N3,1
N132,N64,2
N139,N3,1
N1786,N1742,1
N744,N490,2
N744,N228,2
N744,N30,2
N744,N492,2
N744,N689,2
N744,N489,2
N744,N491,2
N700,N190,2
N371,N127,1
N371,N30,1
N371,N113,1
N371,N29,1
N371,N74,1
N371,N128,1
N371,N130,1
N371,N75,1
N371,N131,1
N371,N372,1
N1084,N1085,1
N1084,N472,1
N1075,N1076,1
N1279,N5,2
N1736,N1754,1
N1736,N1750,1
N1736,N1737,1
N1736,N1752,1
N1736,N1739,1
N1736,N1751,1
N1736,N1753,1
N1736,N1745,1
N1321,N5,2
N1835,N3,1
N1386,N386,1
N1059,N1058,1
N1059,N1057,10
N14,N15,1
N1648,N3,2
N1830,N1059,1
N330,N64,2
N796,N64,2
N867,N64,2
N1177,N1180,1
N1177,N1179,1
N1258,N64,1
N1350,N1351,1
N73,N30,2
N73,N113,1
N73,N114,1
N73,N74,2
N73,N32,2
N73,N75,1
N73,N56,1
N73,N115,1
N1226,N1227,1
N299,N302,1
N299,N303,1
N299,N304,1
N299,N301,1
N299,N300,1
N299,N115,1
