Id,Label,Weight
N925,coisini_KTP,1.0
N926,爱吐泡de小猪,1.0
N927,未央肆柒,1.0
N928,曲小江的自律日常,1.0
N929,珍藏你的_悔,5.0
N930,中国日报,8.0
N931,雪落无声_2020,5.0
N932,央视频,5.0
N933,人民教育出版社,34.0
N934,用户7276511896,1.0
N935,小小翟V,2.0
N936,一笑而珉,1.0
N937,无为防范,2.0
N938,-Forgotten---,4.0
N939,李天时,1.0
N940,霸气-LEILEI,1.0
N941,用户qwzuw1lepy,1.0
N942,西安地铁,1.0
N943,青山鸣哨,3.0
N944,哲远优思,2.0
N945,明雁沉同学,1.0
N946,9福平安,1.0
N947,Janedddy,5.0
N948,不念从前不负有心,4.0
N949,巴拉巴拉小魔仙小魔女,1.0
N950,E时代洞察者,2.0
N951,野鹿巴克,1.0
N952,长安岳西温泉,2.0
N953,徐青勇,2.0
N954,微博人文艺术,5.0
N955,微博新星,6.0
N956,把爱情当义气,4.0
N957,猛男编花篮,4.0
N958,伊炜,1.0
N959,gogo唯爱_1987,4.0
N960,无坚不摧快意恩仇,3.0
N961,健康广东,3.0
N962,健康茂名,3.0
N963,今日关注,3.0
N964,爱与恨的狭间,2.0
N965,啊呀吴小小小琼啊,4.0
N966,倾城之秀zxz,4.0
N967,66adgb,6.0
N968,明天出版社,6.0
N969,人民日报海外版-海外网,6.0
N970,灯笼-yu,1.0
N971,FFisme,4.0
N972,军师的微博,30.0
N973,皇皇我大汉巍巍我中华,30.0
N974,深圳雅洁清洁服务公司,2.0
N975,元元又元元,1.0
N976,xwl68_88,1.0
N977,许岭-正道,1.0
N978,认真吾话得,1.0
N979,洋葱onion-forever,1.0
N980,MQL老马儿,1.0
N981,知乎,2.0
N982,挑衅公鸡,16.0
N983,布谷鸟的海角,4.0
N984,阿肥有点肥肥,4.0
N985,四川魏静,4.0
N986,曦家妈妈,4.0
N987,览潮,1.0
N988,通信信息报,1.0
N989,乐桥正道,2.0
N990,第一次嗳的人,12.0
N991,国家发展改革委,12.0
N992,逻辑引擎,1.0
N993,嘿嘿土炮大叔,1.0
N994,携着阳光飞舞,2.0
N995,举头三尺有神明hd,4.0
N996,深圳市地方金融监督管理局,3.0
N997,炸炸54682,1.0
N998,我是小番番,1.0
N999,jodan先生,2.0
N1000,茉梵,1.0
N1001,我是李垚君,1.0
N1002,上辈子没吃够鱼的猫seven,1.0
N1003,8632直爽particular,1.0
N1004,网络小豆豆,2.0
N1005,小哔哩酱,3.0
N1006,洛洛溪流,1.0
N1007,神神神神你大爷,4.0
N1008,重生字幕组,15.0
N1009,Fungi君,17.0
N1010,眉中王,1.0
N1011,随心随性随遇而安200403,7.0
N1012,-D_KinG-,1.0
N1013,铜官防邪,2.0
N1014,杉林蝶影,2.0
N1015,无名之辈phoebe,2.0
N1016,朴素的数据价值观,2.0
N1017,双流综合执法,2.0
N1018,品位锦江,1.0
N1019,CN青青_282,1.0
N1020,舍达夫,1.0
N1021,阿拉金在莫斯科,1.0
N1022,库珀太太,1.0
N1023,风yvv,1.0
N1024,一只小猫成了精,4.0
N1025,梁智杰aJie,1.0
N1026,陳偉璿2014,2.0
N1027,用户5543381835,2.0
N1028,梦醒来后是曙光,1.0
N1029,草野_春燕2022,1.0
N1030,太医院--琴,2.0
N1031,蒙蒙珠哒,3.0
N1032,一条鲤鱼王QAQ,1.0
N1033,姜海武律师,1.0
N1034,西西小鹰,1.0
N1035,洁如空气888,5.0
N1036,四川文旅,16.0
N1037,理塘融媒,5.0
N1038,人民日报人民文旅,5.0
N1039,杜冬LOOK,5.0
N1040,岭卡西,5.0
N1041,Yukis1226,3.0
N1042,海棠溪夜月,6.0
N1043,上善若水水有情,2.0
N1044,亟兮般若,3.0
N1045,郑依心,2.0
N1046,Wsnds654321,1.0
N1047,BJSLM0917,1.0
N1048,美娅妈妈,2.0
N1049,呵呵永隔一江水,1.0
N1050,陆战铁骑,1.0
N1051,景秀卫士,1.0
N1052,用户7459494728,1.0
N1053,刘西贝同学,2.0
N1054,灵璧县渔沟镇委员会-,1.0
N1055,思冉885,2.0
N1056,叫我阿潇,3.0
N1057,Joddina,35.0
N1058,CC-Reallive,33.0
N1059,薇薇安tree,36.0
N1060,小山人,2.0
N1061,派逊校服,1.0
N1062,青冈检察,1.0
N1063,叶子SHJD,1.0
N1064,只为俊而来1129,1.0
N1065,水边的纳西索斯77,1.0
N1066,书童边缘东,6.0
N1067,罗森店员和泉子,6.0
N1068,小姬的无人岛,6.0
N1069,罗森店员姬零鬼,6.0
N1070,兜兜她姐姐,6.0
N1071,怡然阿托品,6.0
N1072,中国妇女报,6.0
N1073,随缘啦005,1.0
N1074,怀宁反邪教,2.0
N1075,蓁蓁GOIGOGO,1.0
N1076,一米阳光666777,1.0
N1077,阳泉日报--阳泉新闻网,1.0
N1078,可靠的泥鳅08376,1.0
N1079,兴兴念念的人儿,2.0
N1080,柳州新闻网,2.0
N1081,林岳芳,2.0
N1082,重庆小面一份要麻不要辣,1.0
N1083,小轩XXXxxx,2.0
N1084,蒲公英的尘土,2.0
N1085,共青团福建省委,2.0
N1086,红歌会网,1.0
N1087,润洲财经,1.0
N1088,经理人杂志,1.0
N1089,裸奔的小杰瑞,2.0
N1090,轩辕是阿飞,1.0
N1091,柚子大侠22,1.0
N1092,小琳子更,2.0
N1093,盼尔惜言,2.0
N1094,中铁山语城,1.0
N1095,CATTI译路通,1.0
N1096,北京周报,1.0
N1097,淮安陶白,2.0
N1098,小虎吉,4.0
N1099,星空伴舞,2.0
N1100,我是海星海星是我,1.0
N1101,川内预备富婆,2.0
N1102,德才兼备朋泽天下,2.0
N1103,某时缘来你也在这里,3.0
N1104,一只芋头仔仔,3.0
N1105,龙鑍曌201808,2.0
N1106,半夏lidiaf,1.0
N1107,伊丝梅兰达Merla,1.0
N1108,heninQ,4.0
N1109,一寻小鱼,1.0
N1110,E南心言,1.0
N1111,任何情况都要尊严的猪,1.0
N1112,袁勇-文心书馆,1.0
N1113,上饶同城会,1.0
N1114,可念不可说的陆同学,1.0
N1115,坐拥花京院右抱东方仗助,3.0
N1116,魔法老太太闪电纫针,5.0
N1117,钰予妤,2.0
N1118,上饶零距离,1.0
N1119,-红尘之莲,2.0
N1120,远望归一,3.0
N1121,源众家庭与社区发展服务中心,4.0
N1122,苏哥大大太棒了,4.0
N1123,不会修电脑的javaer,5.0
N1124,秋叶的信仰,9.0
N1125,九哥爱学习,1.0
N1126,人教版,2.0
N1127,任嘉伦和任国超的妹妹,3.0
N1128,忙着赚钱0000,2.0
N1129,沈阳晚报,1.0
N1130,山村支教亮亮老师,2.0
N1131,思远016,1.0
N1132,DOU,2.0
N1133,我在现场ing,2.0
N1134,微观现场,2.0
N1135,世界观察局,2.0
N1136,梦之苦苦,1.0
N1137,Firetadaye,6.0
N1138,真真的睫毛aaa,11.0
N1139,奥特之坶,11.0
N1140,犹励,1.0
N1141,长安小屋,1.0
N1142,东风劲吹晴空万里,1.0
N1143,石里万乾坤,2.0
N1144,瑾煜之,2.0
N1145,月黑方见渔灯,1.0
N1146,Auuuuuubrey,1.0
N1147,倪卫涛,5.0
N1148,向阳花说过的话,1.0
N1149,字体设计,1.0
N1150,衣伊一123,3.0
N1151,huro159820,1.0
N1152,奥匈帝国太子妃,1.0
N1153,瓯越_咸泪拌饭就是汉家郎,1.0
N1154,白玉鉴心,1.0
N1155,仙人球要平安喜乐呀,2.0
N1156,河塌乡正道,1.0
N1157,涡阳防邪,1.0
N1158,智尊赛鸽传媒,2.0
N1159,中国教育新闻网,11.0
N1160,CCTV焦点访谈,2.0
N1161,留心shuo,1.0
N1162,用户7457678195,1.0
N1163,乐乐宝sunny,2.0
N1164,灼灼其华而不妖,1.0
N1165,别动给你敬个礼,1.0
N1166,奶茶在家,1.0
N1167,大西瓜圆又圆圆圆,1.0
N1168,超可爱的小刺猬丶,5.0
N1169,斗乌鸡,7.0
N1170,静静的等待S915,1.0
N1171,塞外奇侠428,1.0
N1172,到底什么昵称可用755,2.0
N1173,toy深海里的避雷针,1.0
N1174,义安防邪,1.0
N1175,迎江反邪教,1.0
N1176,-林志USC,4.0
N1177,蛋蛋,4.0
N1178,孙66,4.0
N1179,像风一样自由,4.0
N1180,belief,4.0
N1181,帝国的力量主宰虚空,2.0
N1182,杨冷霜吖,2.0
N1183,京西演然,2.0
N1184,秦月汉关1900,2.0
N1185,VI9718,1.0
N1186,云水萧然,4.0
N1187,小草原上滴大狮子,2.0
N1188,真理阳光VVV,4.0
N1189,毛毛虫总队长,2.0
N1190,辛宪英亲卫队,4.0
N1191,黟县宣传之6,1.0
N1192,Monster32w,1.0
N1193,KBWine,1.0
N1194,Xiaozu传,2.0
N1195,绥化检察,1.0
N1196,赤瓜大侠,9.0
N1197,918小仙儿,9.0
N1198,杭州信访,9.0
N1199,杭州交通918,9.0
N1200,虎哥说车,9.0
N1201,小学姐V,9.0
N1202,交通918小婷,9.0
N1203,一只小麦桑,9.0
N1204,最爱阳光明媚的五月,1.0
N1205,卖火柴的小喵星的,2.0
N1206,天津出版传媒集团,4.0
N1207,今晚报,4.0
N1208,天津日报,4.0
N1209,中国新闻出版报读周刊,4.0
N1210,语者之锋,3.0
N1211,火炬豌豆射手,2.0
N1212,霓浅的知白,1.0
N1213,曹永泉SEM,12.0
N1214,司马3忌,5.0
N1215,休宁反邪教,1.0
N1216,阳阳小波波,2.0
N1217,yili1020,4.0
N1218,试图逃离-,4.0
N1219,才醒的春哥哥er,4.0
N1220,黑狸硕鼠饲养员,2.0
N1221,陕西人民教育出版社上品图书,4.0
N1222,CT-DIAN婷婷,4.0
N1223,茫茫on_the_way,4.0
N1224,有一个地方我在心里给它划圈圈,3.0
N1225,明哲不能保身,1.0
N1226,蜜雪小棉袄,1.0
N1227,任晋逍遥,2.0
N1228,谢耳朵家里的费曼·马克吐温斯基,1.0
N1229,茜心倩影50493,1.0
N1230,因为有Arthit,1.0
N1231,Bassusuki,2.0
N1232,鹧鸪天-冷月无双,3.0
N1233,雁门情深,1.0
N1234,小兔子哄不好了,1.0
N1235,厦禾路股添乐,6.0
N1236,女王Lu粑粑,1.0
N1237,人教出版社,3.0
N1238,苍龙飞天79,2.0
N1239,红尘之莲,1.0
N1240,龟兹仙子,1.0
N1241,天外微尘,2.0
N1242,岳西反邪教,1.0
N1243,大狍爱生活,1.0
N1244,洪兵只有一招,1.0
N1245,网易新闻,2.0
N1246,小清新Royal789,1.0
N1247,性少数走饭,17.0
N1248,_瓶子是我,1.0
N1249,庐阳正道,2.0
N1250,520彤妈妈,2.0
N1251,宇鹲,1.0
N1252,A生存以上生活以下,4.0
N1253,超级大大博,7.0
N1254,赤影兔,7.0
N1255,芜湖市大桥正道,1.0
N1256,万山正道,2.0
N1257,靜塵湯社,3.0
N1258,蜀山清韵,1.0
N1259,瓦瓦的手工时间,2.0
N1260,千语宝贝妞,2.0
N1261,速果小姐姐,2.0
N1262,柯蕾doll奇幻森林,1.0
N1263,还是不要纠结名字了,1.0
N1264,平湖先生,4.0
N1265,花荣,4.0
N1266,魏晓军,4.0
N1267,勤奋哥,7.0
N1268,宣城反邪教,1.0
N1269,小鹅教育,1.0
N1270,长安青天,1.0
N1271,小朋友算爱情了95,16.0
N1272,网信南开,1.0
N1273,阿橘橘路,1.0
N1274,盘州头条排行榜-,1.0
N1275,安庆反邪教,1.0
N1276,多彩贵州网,1.0
N1277,含山正道,1.0
N1278,凡子沫,6.0
N1279,蓝天静湖,2.0
N1280,一笑倾城花似纷飞,2.0
N1281,用户瓦尔特,1.0
N1282,暗恋谭庆,1.0
N1283,看柳成荫,5.0
N1284,余杭检察,1.0
N1285,面朝大海春暖花开0121,2.0
N1286,百晓妙妹,1.0
N1287,王亚楠03516,1.0
N1288,百姓关注,3.0
N1289,歸朴0279,2.0
N1290,粗眉辣条君,1.0
N1291,洛水神殇,1.0
N1292,一小块方糖T,1.0
N1293,唐唐唐家堡,2.0
N1294,李小安0626,1.0
N1295,GSJessie2012,1.0
N1296,学无止境LXR,1.0
N1297,众兴正道,1.0
N1298,太湖反邪教,2.0
N1299,丿橘汁,1.0
N1300,thinker,1.0
N1301,siyuyo,2.0
N1302,北京飞机侠8341,2.0
N1303,平安法治新站,1.0
N1304,徒手逍遥k,1.0
N1305,红桥检察,1.0
N1306,西燕归翔,3.0
N1307,抖音热点宝,3.0
N1308,抖音教育站,3.0
N1309,长安响肠,2.0
N1310,凤台公安在线,2.0
N1311,子发丿88,2.0
N1312,祁门反邪,1.0
N1313,UFO水人家,3.0
N1314,西甜瓜之乡美丽程庄,1.0
N1315,女生脚控,1.0
N1316,赤壁检察,1.0
N1317,徽州政法,1.0
N1318,恶魔在身边Vicky,1.0
N1319,小伯乐咨询创业服务,1.0
N1320,love笑猫2013,1.0
N1321,蓝蓝多做事少说话,2.0
N1322,AC蓦然回首,1.0
N1323,腾讯视频,1.0
N1324,乌鱼说,1.0
N1325,乌合麒麟而是乌合之众,1.0
N1326,孙仲来,1.0
N1327,北京大学,1.0
N1328,铜陵反邪教,1.0
N1329,水亦是醒着的冰,1.0
N1330,Frank-Tu,1.0
N1331,砀山防范办,1.0
N1332,花间酒Q,1.0
N1333,醄兑,1.0
N1334,四月那只猫,10.0
N1335,魏魏在成都,2.0
N1336,周口晚报zkwb,1.0
N1337,米米叨叨,1.0
N1338,cy粉风信子,4.0
N1339,网信濮阳,1.0
N1340,水瓶座啊我,1.0
N1341,琦煜炀,1.0
N1342,商务印书馆,2.0
N1343,潘尼胖妮,2.0
N1344,可爱艾多,6.0
N1345,作家曹文轩,4.0
N1346,宿州正道,1.0
N1347,生活获得感2022z,1.0
N1348,上帝是公义的2015,2.0
N1349,宁夏日报,1.0
N1350,蜉蝣向道,1.0
N1351,中年股惑仔,2.0
N1352,bearmomop,2.0
N1353,我是开心22,1.0
N1354,sudun_03,1.0
N1355,有缘没份吗,1.0
N1356,筱原_Lance,2.0
N1357,雨中肖邦小狗,2.0
N1358,基督山柏爵再回归,2.0
N1359,Dr_Xianyu,4.0
N1360,小幸福DL,1.0
N1361,lasangelosvegas,15.0
N1362,古冶检察,1.0
N1363,carolynwon,1.0
N1364,xiaoli梨梨梨梨,1.0
N1365,天秤座会飞的小象,1.0
N1366,vivo音乐http,1.0
N1367,严景辉严,1.0
N1368,玛奇朵_丫丫,1.0
N1369,山乡小马,2.0
N1370,变得是我的脑子,1.0
N1371,白发魔女清风无尘,1.0
N1372,周信2258-zzs,1.0
N1373,正义大枇杷,3.0
N1374,鬼谷下山-,2.0
N1375,用户5856019736,2.0
N1376,茶青山深泉,1.0
N1377,请追责人民教育出版社,3.0
N1378,我总以为那是真的,1.0
N1379,刘世妹--Autism,1.0
N1380,信鲤个GUI,1.0
N1381,lemon_2018_,1.0
N1382,千岭乡正道,1.0
N1383,老苦瓜300,1.0
N1384,口木心明一呆子,1.0
N1385,阿波罗福,2.0
N1386,蔡小心,2.0
N1387,青鸣Mac,1.0
N1388,怀孕妈妈的知识宝典,1.0
N1389,木子杨乔,4.0
N1390,dickhuge,3.0
N1391,WiHill,3.0
N1392,Crystal岩,1.0
N1393,用户6161742134,1.0
N1394,小熊也吃饼干吗,3.0
N1395,李耀武微播,1.0
N1396,天眼查,1.0
N1397,柏青笑笑,3.0
N1398,于象,2.0
N1399,广西师大出版社,2.0
N1400,没有如果_200504,1.0
N1401,真知棒蘸咖啡不瞌睡,1.0
N1402,暴躁灰豆绿,1.0
N1403,广岛Alvin,1.0
N1404,nana鬼,3.0
N1405,我感觉到了热,1.0
N1406,斯外企鹅,3.0
N1407,长风绕旗L,4.0
N1408,星河流转WS,1.0
N1409,呀呀呀哇哈哈m,7.0
N1410,国家人文历史,7.0
N1411,国安新闻,7.0
N1412,用户6815733772,1.0
N1413,从脚下到远方,2.0
N1414,笑看风云V4,3.0
N1415,哈书客,2.0
N1416,勤奋的胖胖,8.0
N1417,无所谓ya丶,1.0
N1418,小杨很热2,2.0
N1419,桥头人要不要加V,2.0
N1420,loli小草莓,3.0
N1421,青春永远闪耀,3.0
N1422,火星人澎湃,1.0
N1423,熊猫家的小熊熊,1.0
N1424,SFXL998,1.0
N1425,听雨无眠9410,1.0
N1426,佳薇Vivi2021,2.0
N1427,渔夫遇海,1.0
N1428,多大努力撑死多大梦想,5.0
N1429,我是用户风,5.0
N1430,borntobeawesomej,5.0
N1431,Theone02519,1.0
N1432,热爱生活追求理想,1.0
N1433,兴欣向荣在路上,2.0
N1434,乔丹116的微博号,1.0
N1435,老菁稳的,2.0
N1436,吉祥微胖,1.0
N1437,斐斐无声处,1.0
N1438,采榴莲的可乐呀,1.0
N1439,长宁呀,1.0
N1440,君行健222,2.0
N1441,风城少侠,3.0
N1442,Leikur,1.0
N1443,兔夫人的沙龙,1.0
N1444,粉丝头条官方微博,1.0
N1445,JM児,1.0
N1446,席麻麻T,1.0
N1447,joanbrin,5.0
N1448,音符伙伴,3.0
N1449,光明日报,11.0
N1450,孙胖胖别喝可乐了,1.0
N1451,情愫糖果超甜,1.0
N1452,袁帅俱乐部,1.0
N1453,Echo-咩,2.0
N1454,火火bot,1.0
N1455,陈英201912,1.0
N1456,980234微笑说,1.0
N1457,本来爱笑yuer,1.0
N1458,若西Z,5.0
N1459,山路十八弯_水路九连环,1.0
N1460,清荷雨木,1.0
N1461,有爱的小笼包,1.0
N1462,天水城事,1.0
N1463,O0哦Sweet小米,1.0
N1464,我是我喜欢吃,2.0
N1465,画画的玛卡巴卡哇,1.0
N1466,月半寻音,1.0
N1467,原上駒2014,1.0
N1468,水儿92799,1.0
N1469,可信农夫,1.0
N1470,登尼特集团曹小姐,1.0
N1471,吉林乌拉圈,1.0
N1472,手中的铅笔来来回回,1.0
N1473,呆呆傻傻笨笨乖乖,3.0
N1474,柳宫武,2.0
N1475,小朱家的Pepsi,2.0
N1476,你个呆子就知道吃,1.0
N1477,长江日报,3.0
N1478,架火6313748806,1.0
N1479,界面新闻,1.0
N1480,杨林柯,1.0
N1481,陆锡鑫,2.0
N1482,长老-孙,6.0
N1483,育苑春泥,4.0
N1484,文明三门峡市第三中学,3.0
N1485,博望正道,1.0
N1486,天地玄主,5.0
N1487,文明三门峡市第三中学小学数学教材插图被吐槽,1.0
N1488,平地起惊雷_叩指问长生,1.0
N1489,酋长的部落格,1.0
N1490,望舒9264748,1.0
N1491,她的初吻又没了,3.0
N1492,如皋老猫,3.0
N1493,寰球镜头,3.0
N1494,无心简影,3.0
N1495,胤胤-偏安,2.0
N1496,LowMistfades,2.0
N1497,惟鄭有蘭,8.0
N1498,何光伟v,2.0
N1499,风中白菜,2.0
N1500,风雨真我,1.0
N1501,怀念老前辈,1.0
N1502,穿过百年时空再相逢,1.0
N1503,林蓝灵猫,1.0
N1504,我是临渊羡鱼,1.0
N1505,坏uranus,3.0
N1506,黛黛puppy,2.0
N1507,许柒日常睡不醒,11.0
N1508,穆瓦利德,1.0
N1509,yyds正在加载中,5.0
N1510,伍乐以,2.0
N1511,百花洲文艺出版社,1.0
N1512,黯羽陨殁_ll,1.0
N1513,云鲤Iris,1.0
N1514,孙韬18651095960,2.0
N1515,优酷,4.0
N1516,湛潇道,1.0
N1517,酱紫美好,1.0
N1518,辽视说天下,1.0
N1519,nokelee_881,1.0
N1520,四川云联惠装饰有限公司5,1.0
N1521,奇趣闻知,2.0
N1522,恐龙解解,1.0
N1523,故唐儒林郎,1.0
N1524,郑云汐Alice,2.0
N1525,带带大老师,2.0
N1526,83懒癌晚期已弃疗,1.0
N1527,海燕酱旗舰号,1.0
N1528,安岳检察,1.0
N1529,济南时报,2.0
N1530,欧阳宇航1999,1.0
N1531,常德中院,1.0
N1532,幸运-薄荷糖,1.0
N1533,软糖玛奇朵,4.0
N1534,湘微笑8,7.0
N1535,奋发躺着88,7.0
N1536,小珠山贼,7.0
N1537,中国关工委教育发展中心,7.0
N1538,186-5109-5960,2.0
N1539,山海是客,1.0
N1540,追梦巡心,1.0
N1541,突破那一天,1.0
N1542,阿芙的号声,1.0
N1543,漠漠烟雨云,1.0
N1544,武山融媒,1.0
N1545,沉默的分母,1.0
N1546,gracenuo777,1.0
N1547,catherinekaa,1.0
N1548,空谷幽兰qvq,1.0
N1549,林言立语,1.0
N1550,大兰州,1.0
N1551,2233深秋,1.0
N1552,绵羊毛贩卖机,1.0
N1553,Lee_Duu,1.0
N1554,枫晚如意,2.0
N1555,兰州微播,1.0
N1556,安之若素12166,1.0
N1557,我的小美羊羊,1.0
N1558,大方园啊,4.0
N1559,月色惊芜,1.0
N1560,Saisai不2,1.0
N1561,斯派罗尹,6.0
N1562,今天也不回到过去,1.0
N1563,数学汤家凤,1.0
N1564,菲雪艳阳天,3.0
N1565,穿越千里只为遇到你,1.0
N1566,夜半星空6026597801,1.0
N1567,新叶天天长老--李日新,1.0
N1568,拥抱太阳的Carnation,1.0
N1569,兰州日报,1.0
N1570,独行一人不悔心,1.0
N1571,中国教育,1.0
N1572,晚间茶壶,1.0
N1573,Charles努力内外兼修ing,1.0
N1574,强华1,1.0
N1575,山清水秀的地步,1.0
N1576,会飞的万朋,1.0
N1577,荣荣囡儿,1.0
N1578,---嫱颜幻笑_了,2.0
N1579,山村支教雷老师,2.0
N1580,绿音雨润,1.0
N1581,贞明者82475,1.0
N1582,百年神虫,1.0
N1583,洒脱zz21,1.0
N1584,大同周易网,2.0
N1585,P星辰X,4.0
N1586,广东小师姐,1.0
N1587,搜狐千里眼,2.0
N1588,江门吃喝玩乐蒲,1.0
N1589,_Jing菁菁,1.0
N1590,爱种菜的土琵琶,1.0
N1591,盛轩崇雅,1.0
N1592,佳士得国际,1.0
N1593,梦雨20080411,1.0
N1594,天气先生看天气,1.0
N1595,时事汇总,2.0
N1596,金晨永远的女神,2.0
N1597,敦煌郡公,2.0
N1598,三思柯南,2.0
N1599,Terminator_CQ,1.0
N1600,小懒猪儿不爱读书,3.0
N1601,入夜星辰L,8.0
N1602,v偷了一只猪,3.0
N1603,看那片干净的蓝天,2.0
N1604,黑风寨小妖,1.0
N1605,苏佩佩,1.0
N1606,仙与_99928,2.0
N1607,长春饭店小奶油,2.0
N1608,韩子291314,2.0
N1609,长春西门大官人,2.0
N1610,野草水晶,1.0
N1611,人教,1.0
N1612,用户6160646850,1.0
N1613,谁是路人丙,4.0
N1614,热的打挑卡,3.0
N1615,努力学习的陈小鱼,1.0
N1616,小王子和他的星球杯,1.0
N1617,扎西德勒·天珠收藏,1.0
N1618,qingfengxuxu2013,7.0
N1619,橘子与二荆条,7.0
N1620,中国旅游出版社,7.0
N1621,村镇银行还我钱,1.0
N1622,微微贝加尔湖畔,1.0
N1623,分外桃花,5.0
N1624,生态墩集,2.0
N1625,诸华后卫,1.0
N1626,平安北京,1.0
N1627,菩提老妖-,1.0
N1628,SexyChameleon,3.0
N1629,字母歌格,2.0
N1630,Bin彬車,1.0
N1631,周思CIO,1.0
N1632,Shi_Dc,1.0
N1633,不永久换一个2020,1.0
N1634,宝宝家里的好麻麻,4.0
N1635,CCTV今日说法,4.0
N1636,云海茫茫198908,1.0
N1637,陇南武都发布,3.0
N1638,熊丙奇,3.0
N1639,教作文的马老师,3.0
N1640,学霸课长,3.0
N1641,豚豚珺,1.0
N1642,2022年的阿超,1.0
N1643,南京财经大学包庇用九一八侮辱同胞的叫兽冯继海,1.0
N1644,长安蝎哥,1.0
N1645,谁的错66201,1.0
N1646,Elf_宋憨憨,2.0
N1647,温州都市报,1.0
N1648,藍色不死鳥M,2.0
N1649,我想喝碗粥v,1.0
N1650,血_荐轩辕,1.0
N1651,Shero阿曼达,1.0
N1652,永远的茜茜公主,1.0
N1653,正义战胜邪恶81,1.0
N1654,聚上饶,1.0
N1655,全息养生我最爱,5.0
N1656,马上谈,5.0
N1657,成都市新都区升庵中学官微,1.0
N1658,一只睡着的龙猫,1.0
N1659,谁舞动了我的心,1.0
N1660,随一吧,1.0
N1661,祉璇-,1.0
N1662,卢诗翰,2.0
N1663,我是爱吃瓜的鱼,3.0
N1664,漪柒玖,1.0
N1665,提线总桶,1.0
N1666,你说的对呀7032,1.0
N1667,戎耀青春,1.0
N1668,坦荡的山雀,1.0
N1669,陇南徽县信访,1.0
N1670,心灵深处养生2,1.0
N1671,吴龙飞5750154663,1.0
N1672,坚决捍卫伟大领袖,1.0
N1673,筋斗云朋友,1.0
N1674,肚大乃容,1.0
N1675,小小马841,4.0
N1676,太君日报,4.0
N1677,太君教育出版社微博,4.0
N1678,竹影馨兰,7.0
N1679,央视国家记忆,7.0
N1680,点时新闻,7.0
N1681,林北最机智,1.0
N1682,给自己起个名字55,2.0
N1683,夏天的向日葵哈,1.0
N1684,西昌发布V,1.0
N1685,网络传播研究,1.0
N1686,IT之家,1.0
N1687,唯两人耳,1.0
N1688,新浪,1.0
N1689,云之vaca,1.0
N1690,一环路莫奈,1.0
N1691,宅宅-更-健康,4.0
N1692,Dx3906的星星x,11.0
N1693,菜花瘦肉粥,11.0
N1694,于雅致的微博,11.0
N1695,billio,2.0
N1696,禾尤山月马,1.0
N1697,依米阳光1212,1.0
N1698,教作文的小老师,1.0
N1699,风中的蓝絮,2.0
N1700,咸蛋黄捕手syeaneko,1.0
N1701,春春2120112284,1.0
N1702,王无翳2021,1.0
N1703,山崎炭人,3.0
N1704,拈花三藏,2.0
N1705,大大猫座,3.0
N1706,一块快活的虎皮蛋糕,1.0
N1707,山地泉,2.0
N1708,大公文匯網,1.0
N1709,赵雨轩,1.0
N1710,liu45001小海哥,1.0
N1711,国家安全监管总局,1.0
N1712,白t消失魔法,2.0
N1713,失控的疯子呐,1.0
N1714,水和玉米面,1.0
N1715,彭州综合行政执法,1.0
N1716,臂力不足请充值,5.0
N1717,叮咚_叮叮,9.0
N1718,爱吃西瓜的大琳,13.0
N1719,人教版义务教育教科书,13.0
N1720,云胡不喜ab,1.0
N1721,白桦林716,1.0
N1722,新疆检察,1.0
N1723,瞭望东方周刊,1.0
N1724,猛虎面前无沟壑,2.0
N1725,全民gossip,2.0
N1726,xiaoqiao__娜片星覀空lynn,1.0
N1727,北京寒士,1.0
N1728,想喝奶茶吃冰激凌,2.0
N1729,陇南网信,1.0
N1730,我家那只喵啊,2.0
N1731,曾鹏宇,3.0
N1732,老河北,1.0
N1733,湖南人文科技学院法学院学生会,1.0
N1734,湖南人文科技学院团委官微,1.0
N1735,jessie静如止水,3.0
N1736,蓝海里的风,8.0
N1737,_左撇子,1.0
N1738,开封环境,1.0
N1739,玺气烊烊xqyy,2.0
N1740,请叫我-陈美丽,1.0
N1741,陌墨陌陌mo,1.0
N1742,星愿Tina,4.0
N1743,是橡皮泥啊,1.0
N1744,英汉同传张伟-同传通天教主,1.0
N1745,风舞知声,1.0
N1746,课程表阿建,1.0
N1747,中国好网民,1.0
N1748,真尼玛脑壳疼,1.0
N1749,zdl1523,5.0
N1750,Legolasome,10.0
N1751,花泽美美,15.0
N1752,打奥特曼de小怪兽,15.0
N1753,途船行湖上,15.0
N1754,Creamy蕉,15.0
N1755,二欺拾逝,1.0
N1756,山河晚晚露暮白,1.0
N1757,沧海明月3456,1.0
N1758,玦宸沐,1.0
N1759,阳光下的泡沫1110,1.0
N1760,OHANA-o-,1.0
N1761,玄蓝炎紫,4.0
N1762,我就是默默阿,5.0
N1763,渊之龙女,1.0
N1764,双门洞成秀妍,1.0
N1765,聚蓄百草,1.0
N1766,坚持初心666,2.0
N1767,华北水利水电大学,1.0
N1768,WYBYMYJYSY,5.0
N1769,赵脱俗,5.0
N1770,木马设计北京,2.0
N1771,微博美学,2.0
N1772,初一boy,5.0
N1773,新华字典,5.0
N1774,Launchedoing,1.0
N1775,343的天下,1.0
N1776,哈哈呵哈哈201510,5.0
N1777,山东情未了,1.0
N1778,啬啬一笑,4.0
N1779,何新老家伙,4.0
N1780,美东侨报,1.0
